web-scraper-order,web-scraper-start-url,Reviews,pagination,pagination-href
"1530528304-252","https://www.indeed.co.in/cmp/Flipkart.com/reviews","It was a very good online shopping company. I have learnt lot of things through this company. I learnt a corporate culture as well as the company was supporting to the employees a lot like Internal job posting.","19","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=360"
"1530528262-28","https://www.indeed.co.in/cmp/Flipkart.com/reviews","work culture is good and can learn lot of this from here. rotational shift also available. free lunch break fast and cab is available. cross departmental knowledge also can be learned.","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528273-99","https://www.indeed.co.in/cmp/Flipkart.com/reviews","awesome place to work in warehouse.also gets lots of knowledge about product & handling, if there is workload at that time full management help to complete the workload but with joy without giving any stress like other company ...","21","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=400"
"1530528262-30","https://www.indeed.co.in/cmp/Flipkart.com/reviews","If you can think out of the box this is the place to be. If you like to experiment this the place to be. You can work here with great freedom and learn at the same time.","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528281-156","https://www.indeed.co.in/cmp/Flipkart.com/reviews","1.Good working environment.
2.Friendly Management.
3.Co-workers are very friendly and supportive.
4.I learned a lot from this organisation about different work profile.
5.We work as a team and enjoy it.","26","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=500"
"1530528273-108","https://www.indeed.co.in/cmp/Flipkart.com/reviews","very good working environment and good management we can learn many thing.credits are just going to onroll apart from that they treat offroll as same.

they have strong SOP and activitys of fish,flipstop,moonshine","21","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=400"
"1530528451-438","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Awesome place to work at. Dynamic in terms of company goals. Hectic during sale events. Need to more balanced during employee review cycles and other benefits.","6","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=100"
"1530528273-114","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Working at flipkart has been a great experince as i learned a lot of thing  , mainly working with huge team and handling of pressure .","21","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=400"
"1530528273-105","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Its a nice place to work and I was working as a Business Developement Execuive.

Good Company to be in and it has got a very good work environment","21","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=400"
"1530528264-53","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I am working in flipkart since 2 yrs 6month, its been great experience and fun at flipkart, it is a place where i learn about how to face challenges and face it with begin patient and also developed abt begin productive ,The management is quite helpfull and employ centric. flipkart has decent workplace and it is enjoyable place to work","9","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=160"
"1530528290-199","https://www.indeed.co.in/cmp/Flipkart.com/reviews","A very dynamic workplace which keeps you on your toes. Management is very approachable. Its a good place to work if you are looking to learn and learn fast.","23","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=440"
"1530528259-11","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I designed design boards for footwear design for fall winter 2017. The design boards were sent for production. I used to attend weekly meetings with the flipkart coordinator and assisted the team with the collection.","",""
"1530528264-54","https://www.indeed.co.in/cmp/Flipkart.com/reviews","A really nice place to learn, work and have fun. Awesome work/life balance. You tend to learn a lot in your area of interest. You gather a good understanding of the business domain.","9","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=160"
"1530528403-342","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I am Highly satisfied in flipkart work culture  is good , leaves are there and all other benefits also . Management is good managers are also very good .","12","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=220"
"1530528340-306","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Although I was at Flipkart for a brief period of 1 year. I had a great learning opportunity.

Latest technologies are used.","15","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=280"
"1530528269-87","https://www.indeed.co.in/cmp/Flipkart.com/reviews","management skills, decision making in pressure cooker situations, adjusting to the ever changing scenarios of the business","17","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=320"
"1530528281-150","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Working at flipkart in initial days was great got lot of exposure and the opportunity to explore company and my skills.

The learning experience at flipkart was tremendous. I learned how to play with the data when the range is very high, NPS, CAPA and number of things from 6 Sigma.

The management at flipkart is pathetic there is no open door policy, no transparency.

Co-Workers at flipkart are awesome got to learn much more from my immediate Manager who always kept in mind the benefit of his team and its members.

Hike in salary is the hardest part in flipkart and the politics, if one is new or non-player will loose in the game of politics

There was no hard and fast rule of office timings and leaves","26","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=500"
"1530528259-10","https://www.indeed.co.in/cmp/Flipkart.com/reviews","About Flipkart i have no words to say.But i spent more than 3 years so Shift timing good, This is my first company so i learnt too many thing include polities.Worst managment","",""
"1530528278-144","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Nice work in Flipkart, i m part of Flipkart of operations of Mumbai.","27","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=520"
"1530528286-184","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Pros:A great workplace where work is fun, A flat hierarchy, Young team. Very Flexible and Supportive Management.

Cons : The entry level employees are paid peanuts. Career Growth, Recognition and promotion of deserving talented employees is often neglected. Appraisals are very unfair and biased.","24","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=460"
"1530528423-381","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Nice place to work and gained extensive knowledge to handle team. Also involved in end to end process training and quality.


Also involved with business development team.","10","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=180"
"1530528340-315","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Learned about all outbound process along with cross functional departments.
Managers support.
Managed the Inventory operations.
Got oppurtunities to do Kaizens.","15","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=280"
"1530528262-21","https://www.indeed.co.in/cmp/Flipkart.com/reviews","awesome place to work in warehouse.also gets lots of knowledge about product & handling, if there is workload at that time full management help to complete the workload but with joy without giving any stress like other company ...","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528441-422","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Young company full of youngsters, give ample opportunity to perform, I am from core manufacturing company, miss that environment. Otherwise fun to work.","7","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=120"
"1530528441-415","https://www.indeed.co.in/cmp/Flipkart.com/reviews","awesome place to work in warehouse.also gets lots of knowledge about product & handling, if there is workload at that time full management help to complete the workload but with joy without giving any stress like other company ...","7","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=120"
"1530528264-51","https://www.indeed.co.in/cmp/Flipkart.com/reviews","It is fun working in Flipkart India Pvt. Ltd. Work culture is very amazing also HR provide their extended support at any point of time required. Growth oriented and progressive environment.","9","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=160"
"1530528264-56","https://www.indeed.co.in/cmp/Flipkart.com/reviews","It was just a part-tie job for me where i learned many things like how to work under pressure and specially when people around you are not supportive at all.","9","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=160"
"1530528423-389","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Not a ethical to work with as the team change happens very frequently and the management is not connected to all the team members and the managers are very biased.","10","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=180"
"1530528441-421","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Overall experience at Flipkart.com it was fun loving nature. Managers are too good and friendly. If i get a chance to join Fiipkart.com i would not think twice to rejoin.","7","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=120"
"1530528432-401","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Here employees can enjoy their work. Lots of things to learn. Best part is for public holidays you will get double payment compoff as well as. Break time is big concern.","8","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=140"
"1530528328-284","https://www.indeed.co.in/cmp/Flipkart.com/reviews","i have new things in flipkart and the best part is to face any challenges in work how to handle the situation .i have lear to use ERP and inbound and out bound of load daily ofd .
I know the work from opening of office to closing the office . and finance also i has to handle the excel part everything.","16","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=300"
"1530528413-359","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Flipkart has few very talented Engineers. The work is great but varies from team to team. Work life balance is decent. Recently, there have been some stability issues in management. This has also been affecting the culture. You get to learn a lot.","11","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=200"
"1530528295-229","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Work Environment is Nice, I have learn Excel and Pivot Table

Peers are Good in Sharing the taught and knowledge

As of now, i didn't find any tough time

Always the floor will filled with Enthusiasm ....","20","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=380"
"1530528267-76","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Here i learned a lot about values and how an organisation works.

A typical day in flip kart is full of learning.
management in flip kart is flawless and always supports for new learning.

Colleagues  in flip kart helped me a lot on new learning

Enjoyable part of job is that my job is online and has to be conscious 24*7","13","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=240"
"1530528390-323","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Day to day reports to keep track on the OLAs and SLAs.
How to attend and schedule or organise the day well planned
Taking care of end to end process","14","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=260"
"1530528315-270","https://www.indeed.co.in/cmp/Flipkart.com/reviews","initially i facing some feer,then our tead lead and employee day by day encourage very well and my work place so good.
 I learned more things basically i am from andhra communicate to others i improved very well.
our management also so nice.
our co-empolyees are very help full and to share knowledge.
my hardest part of the job  is typically issues are faced.
the most enjoyable part of the job to get achieved my issues well cleared.","18","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=340"
"1530528262-38","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I would had not been left Flipkart if thre would be option of transfer to Kochi.e
Nice Team,
Flexible Work Culture
Understanding team.
HR engagement activities were so nice to refresh the mind.","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528466-469","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I have an one year job experience in flipkart.com. It's right.  But I didn't like that job environment. It was under contract basis. It was not an direct company job.  That's why their managing systems were not good. Foods facilities were available. But foods quality was very worst.","4","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=60"
"1530528304-249","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Had nice and informative experience which made me build my career more valuable and stronger.

Met more knowledgeable  people who helped in making me understand the people management and how important its in companies.","19","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=360"
"1530528262-37","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Company hired me only 3months for the flipcart big billion day offer....and i can enjoyed for this work and i can take seriously this work but i can feel sad because it's only 3months","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528403-340","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I worked with HTS before joining Flipkart in 2011 and that happened to be the initial stages of my career. Being a part of the initial setup of Flipkart, I was fortunate to have worked with various teams within. Before I resigned at Flipkart, as a last role, worked closely with Customer Escalations and Grievances","12","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=220"
"1530528292-222","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Start the day with the huddle discussing lot of facts & figures, full day plan, any challenges, business review. fun activities, we had a very talented team.","22","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=420"
"1530528413-364","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Need to provide the fixed week off 
 it was a good organisation.
good value to the employees
good concern towards the work
good training facility","11","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=200"
"1530528262-27","https://www.indeed.co.in/cmp/Flipkart.com/reviews","It's very far from my home but enjoy working atmosphere and learned many things from there. Management is good. Everyone helped each other. Overall good working place.","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528432-413","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Satisfied with their policies and service implementations. Good place to work and has state art of office.Eployees can boost their career by working in different departmnents.","8","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=140"
"1530528315-268","https://www.indeed.co.in/cmp/Flipkart.com/reviews","This is the place where i earned my first Bread and Butter from. A really cool place to work. I had learned about methods of handling Customers. I had a break from my education for a year and during this time i was employed","18","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=340"
"1530528259-12","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Worked with the grass root level to understand the bottlenecks and streamline operations. Learnt a lot working closely with the team and understanding the hiccups in operations.","",""
"1530528292-216","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Every day there is new learning , hurdles meetings , innovation 
learning -Timely Technology up-gradation is learning from Flipkart .
Managing Peoples , human behavior, social adjust-ability 
Planning and Deliver-ability.
Extracting best from subordinates .
Hardest Part of Job in some units peoples are reluctant to accept the changes . 

A lot of energy and joy due to young people environment.","22","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=420"
"1530528259-4","https://www.indeed.co.in/cmp/Flipkart.com/reviews",">Handling outbound with cap of 70k daily.
>Improved thinking ability out of box.
>Management encourage of the innovation.
>Cool working culture.
>Stress with joy on the sale days.
>We play, we celebrate and we enjoy but still we work and stand as no.1 ecom in India.","",""
"1530528423-377","https://www.indeed.co.in/cmp/Flipkart.com/reviews","awesome place to work in warehouse.also gets lots of knowledge about product & handling, if there is workload at that time full management help to complete the workload but with joy without giving any stress like other company ...","10","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=180"
"1530528473-487","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Work wise its a good place to work, being told growth in the company is very average, in-spite of working 5 Years above, there are employees who are still working in the same job profile.

Work culture is fine, with 5 days of working & 2 days of WO, in addition need to complete 5 L&D courses every year as a part of Job profile.

As mentioned if u need to move up the lader need to move on. Apart from that a fun loving place to work.","3","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=40"
"1530528262-25","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Long time working.
I learned ms.Excel and flipkart working software
Management is very poor.
Bad culture.
Work load is very hard.
The most enjoyable part of this job is there company employee is very good","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528466-459","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Good  Company but too long route 
Petrol allowance was given fun working with company Good  management lots of work Diwali bonus enjoyed working good experience","4","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=60"
"1530528295-242","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Fun work place we work very happy in work place. But I unhappy to leaving this company. Company was shifting to Whitefield. So i can't travail to long distance.","20","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=380"
"1530528423-394","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I was new to the flipkart workplace, the moment we started journey in flipkart what i felt was superb. Slowly we are in OJT, that was seriously typical and easy. When ever i will start my journey with new companies I will learn first what should we learn to get into higher position in the company and how to manage the work pressure to get good result.","10","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=180"
"1530528264-42","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I loved working with the company and it was like my second home to me. It was one of the most employee friendly company and has given all possible benefits to people who work. The day started with fun and ended with fun but the work was always completed in between that too without flaws.","9","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=160"
"1530528267-68","https://www.indeed.co.in/cmp/Flipkart.com/reviews","First job learned more in e logistic field.
Learned about inbound and outbound.
Management was very good with their employees.
The hardest part of the job is providing the correct product to customer without fail.
Big Billion is the most enjoyable thing.","13","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=240"
"1530528276-118","https://www.indeed.co.in/cmp/Flipkart.com/reviews","awesome place to work in warehouse.also gets lots of knowledge about product & handling, if there is workload at that time full management help to complete the workload but with joy without giving any stress like other company ...","25","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=480"
"1530528432-402","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Great company to work for for employees who look for flexible time.
Ample opportunities to pick up.

Positives:
Work culture
Opportunities in abundance
Salary

Cons:
Bureaucratic
Scope to improve on people/ career initiatives (Top-Down)
lack on long term view on people/ career","8","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=140"
"1530528432-405","https://www.indeed.co.in/cmp/Flipkart.com/reviews","It was very good platform to build may career & it is fast growing in technology.
The most enjoyable part you will trained on profession with class room sessions periodically.","8","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=140"
"1530528264-44","https://www.indeed.co.in/cmp/Flipkart.com/reviews","nice place to work for and learning is very much present
good management
nice structure
benefits
facilities
and also we can understand the process very much in a good way","9","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=160"
"1530528483-508","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Job experience at Flipkart was really good only had problem with Tl... Tl was completely partical person, work environment was really good enjoyed working with Flipkart... Rather den TL no other issue","2","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=20"
"1530528390-331","https://www.indeed.co.in/cmp/Flipkart.com/reviews","professional chef, nice environment.  i really love cooking so prefer to work again in a kitchen or hotel. the food menu of empire hotel had a fantastic vegetarian menu which made me to learn lots of veggie foods","14","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=260"
"1530528403-354","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Dear Team,

Almost my 3 year completed in this company and good experience in this job. Because this company policy is very good and salary structure is very good. and good benefit for increment.","12","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=220"
"1530528286-172","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Myself Mithl Mane working in Flipkart india Pvt Ltd as team lead and current taking package of 2.92 Lakh and very well to handle manpower more than 100 people","24","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=460"
"1530528466-455","https://www.indeed.co.in/cmp/Flipkart.com/reviews","the work culture here is good. you have smart team members who will guide you and challenge you. They teach you all the work and technology of how to do from the basics and help you out. you have a task assigned to you and you are shown the way to do it. you have to do your own research and deliver","4","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=60"
"1530528295-233","https://www.indeed.co.in/cmp/Flipkart.com/reviews","overall its good place to work with good culture.best part is that there are young bunch of people with talent who all are giving their best for the company.

great place to learn about industries as there are mainy initiative by the company.","20","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=380"
"1530528259-2","https://www.indeed.co.in/cmp/Flipkart.com/reviews","It’s was good experience 
I would like to work outside as I don’t like to do any job inside a room or office 
Even I’m ready to do the type of job your company is offering","",""
"1530528432-414","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I was employed into sales department where organisation had gave me opportunity to learn about the changing trends in the preferences of the customer by interacting with them through calls and chance to know the various updates in the online shopping websites that would be helpful to carry out my duties to achieve better performance.","8","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=140"
"1530528295-227","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Fun work with supportive management team,but all about the numbers, it is very good company for employee, our team is very hard working, and company provide lots of chance to promote the employee and give a very good compensation to  employee, our company is working for customer and employee","20","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=380"
"1530528466-463","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Good knowledge plus we can explosure new things her the exact platform we can show up our talent with our performances. over all i will like to say in this company mean a lot.","4","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=60"
"1530528328-300","https://www.indeed.co.in/cmp/Flipkart.com/reviews","There is no bad product in this company.All the people choosing this company than others because it delivers very fastly and delivered good products...","16","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=300"
"1530528264-52","https://www.indeed.co.in/cmp/Flipkart.com/reviews","weekly in flipkart they are doing fish activity & conducting r & r
providing free lunch & dinner monthly one time outside trip conducting daily discuss with team  we have achived (productivity)","9","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=160"
"1530528451-445","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Nice company and work was good. No pressure as well. Location was also good. Week off were fixed.  With work there were so many fun activities as well.","6","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=100"
"1530528290-201","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Highly enthusiastic and innovative organization, adaptive to the need of the hour.","23","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=440"
"1530528304-253","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I am very happy that I was the employee of the flipkart, As I was the fresher when I joined this company, I learnt lot of things, It helped me to enhance my knowledge. The management was full supportive.","19","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=360"
"1530528278-146","https://www.indeed.co.in/cmp/Flipkart.com/reviews","nice to work at flipkart which is one of the upcoming company in the Industry of e-retailing.","27","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=520"
"1530528304-254","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Flipkart was no doubt an awesome workplace till the time came when they out sourced there employee to different companys.","19","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=360"
"1530528483-504","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Nice working experiences... Due to some personal reasons I left my job , iam serching for better job to give worth for my work  & security & permeant job","2","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=20"
"1530528267-61","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Very good Experiences. And  I Learn More there.And I Enjoyed The Job Doing There . And Very Good Team members and Team Work Also Nice. So Nice Managment Also","13","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=240"
"1530528390-326","https://www.indeed.co.in/cmp/Flipkart.com/reviews","My role was to do Market Research on Flipkart sellers, which also includes:
•	Building a relationship between vendor and Flipkart.
•	Improve the business of the sellers.
•	Ensure all the metrics are maintained and actioned upon in a timely manner.","14","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=260"
"1530528269-96","https://www.indeed.co.in/cmp/Flipkart.com/reviews","nice but has to go tto long way to go so i feel tired sometimed it is offering mobile bal and petrol incentive and shipments money","17","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=320"
"1530528441-424","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Good expirence and I got many friends,We will work in all departments like inward and outward. I work for one year and then the company has shifted long from my location. So, I resigned.","7","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=120"
"1530528286-178","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Goodplace towork •	Team player and optimistic
•	Goal Oriented with patience and perfection.","24","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=460"
"1530528276-125","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I had learn to improve myself in all aspects starting from communication till time management, we had around a team size of 500 people in my office which help me to improve my team participation skills and team handling skills,

My co workers are really helpful to me during my tough times and they had thought me many things which is useful for my official and personal life too

The hardest part of job initially is team management skill, but it help me adopt any kind of situation now through interaction with many people


i simply love my job, and for an better career and i am here to expose the thing that i have learn form old company","25","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=480"
"1530528403-353","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I have feel like a champion in this company and i have enjoy my work. The management is very good but job was not secure thats reason i have leave this job","12","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=220"
"1530528259-5","https://www.indeed.co.in/cmp/Flipkart.com/reviews","A happy and great place for work with Enjoy and joy, All the Employer are supporting and management and Hr are very very supportive People love to work with Flipkart .","",""
"1530528328-295","https://www.indeed.co.in/cmp/Flipkart.com/reviews","work area must be positive and people also,by which employee work with excitement. The main working of us, receive all bags in our TC and distribute to all delivery hubs by vehicle and also update by mail. And receive return bag from delivery hubs and connect to origin or  mother hub. My co-workers were very good and joyful. specially I learnt ERP here.","16","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=300"
"1530528483-496","https://www.indeed.co.in/cmp/Flipkart.com/reviews","I really enjoy every moment working with Flipkart. it gives me immense pleasure with lots of pre-loaded fun. The work culture of the company is very good. There is no such hierarchy when it comes to ideas as anyone can present their ideas and if it well good with the project. people enjoy working on the combined goal.","2","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=20"
"1530528262-29","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Managers are very choosy on giving promotions, it is not based on your performance.
when comes to appraisal part, if an employee get EE as rating, 250 rupee hike is guaranteed.","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528432-400","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Productive and fun workplace good looking place and freely mind employes in my work place and good  work and good communication with co employes that nice","8","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=140"
"1530528315-281","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Work culture is not as per the expectations. Compensation is ok. The profile dose mot match my skill set. Work life balance is good.","18","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=340"
"1530528276-133","https://www.indeed.co.in/cmp/Flipkart.com/reviews","As a core team member, responsible for core procurement: receiving the orders from the planning team, PRs, POs, till all the stages of procurement is accomplished.  

Purchase planning, standards determination, supplier research and selection, value analysis.

Managing and negotiating SLA terms & conditions with the internal team and the vendors.","25","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=480"
"1530528304-255","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Enjoyed working in Flipkart. Flexible timings to work. Co-ordination between Employees, helping each other in crtitical parts of work","19","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=360"
"1530528269-78","https://www.indeed.co.in/cmp/Flipkart.com/reviews","awesome place to work in warehouse.also gets lots of knowledge about product & handling, if there is workload at that time full management help to complete the workload but with joy without giving any stress like other company ...","17","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=320"
"1530528262-33","https://www.indeed.co.in/cmp/Flipkart.com/reviews","good organisation with good people, salary was average, growth was also average, infrastructure was nice and senior people were friendly.
all over i can say good.","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528441-428","https://www.indeed.co.in/cmp/Flipkart.com/reviews","It is really good working here. People are really helping here. I have learned various technologies here. Culture is fine.
Management is very bad.
All in all its good working here.","7","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=120"
"1530528423-378","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Good culture, highly competitive environment, balanced workload, constant changes happening in the org structure, chances of getting high incentives, diverse background collegues","10","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=180"
"1530528295-239","https://www.indeed.co.in/cmp/Flipkart.com/reviews","in flikart i worked for an year and its fun working around we used have group lunches and work environment waas bit hectic but was able to learn so much during this period at flipkart company","20","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=380"
"1530528390-337","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Learn how to work & how to take work from others in any situations. Work 24*7*365 culture. Responsibility is too much. Good support from Management.","14","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=260"
"1530528262-39","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Work life balance
Employee Satisfaction

ROLES & RESPONSIBILITIES (SBA AT FLIPKART) •	Stakeholder management for metrics across functional
teams(Finance ,Ops and Design) for Reverse logistics •	Hands on Experience with advanced tools like R,","5","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=80"
"1530528286-179","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Company was fun-loving, worked delicately, and feel good to work.","24","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=460"
"1530528267-72","https://www.indeed.co.in/cmp/Flipkart.com/reviews","Nice place to learn new things.My experience was good with Flipkart.If you are good with people they treat you the same way.","13","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=240"
"1530528286-185","https://www.indeed.co.in/cmp/Flipkart.com/reviews","There is not typical work & i have learned lots of skills & knowledges , management is good supporting & also our co-workers are co-ordinate with each other & solve issue the same","24","https://www.indeed.co.in/cmp/Flipkart.com/reviews?start=460"
